bike_station_id,yelp_id,venue_name,category,address,distance,price,rating,total_ratings
7681,uBcEwotALCbFaYhINueLTQ,Bad Caddy Golf Lounge,Golf,451 S 300th W,1167.5921044057093,,4.5,11
7681,78zR_lurEsQaE1fZRv7SOg,Melancholy,Wine Bars,556 S Gale St,1186.1668652063452,,5.0,1
7681,b9TCIL_VoazciTKnMmt9Ng,Copper Canyon Grill House And Tavern,New American,215 W South Temple,1198.572847539647,2.0,2.7,102
7681,o61YFtgc7uekFG_w7GFUAA,Level Crossing Brewing Company,Pizza,550 S 300 W,1217.4002816580096,2.0,4.5,41
7681,zLBmNC_uNqkeVZDvbGW7iw,Slackwater - Salt Lake City,Pizza,684 S 500 W,1237.711323343288,2.0,4.6,562
7681,98i7iJ00xIm0qDytcrQGMA,Zest Kitchen & Bar,Gluten-Free,275 S 200th W,1238.6717614676954,2.0,4.3,1143
7681,h8NVshzGqSNmELmvBbsYHg,Patrick's Pub,Pubs,163 W 200th S,1262.056923528008,1.0,3.5,65
7681,-ZrkUsV1EL_z1oEV5kG1Iw,Lake Effect,Cocktail Bars,155 W 200 S,1278.8124264599442,2.0,4.0,690
7681,Cp83E-7HKrIGFfD5a4U3FQ,evo Hotel Crown Bar,Bars,660 S 400th W,1289.5071362300923,,4.0,1
7681,kRRn8aWc_8FX-SoupV4HmQ,Sky SLC,Venues & Event Spaces,149 Pierpont Ave,1291.8199887639876,2.0,2.7,120
7681,NxxMJl4nyelgy7w1ZK3juw,Trellis,Lounges,149 Pierpont Ave,1291.8199887639876,,5.0,1
7681,uL4uShSRncvS1niYtNcviA,Studio at Soundwell,Pizza,149 W 200th S,1292.7818883581506,,4.7,6
7681,T98wzZBB1KfwhlzOm346mA,Soundwell,Bars,149 W 200 S,1295.0908182670057,,3.6,24
7681,sSLN1cetv8Fc5_UVihwjMg,Woodbine Food Hall And Bar,Pizza,545 W 700 S,1305.9363879852026,2.0,4.5,43
7681,UZ5Jx_ZC-O3GY7pf15nVpw,Drift Lounge,Lounges,545 W 700 S,1305.9363879852026,,5.0,4
7681,M8AA09gEzKlSdCoCbHRUqw,The Moose Lounge,Dance Clubs,180 W 400th S,1310.8246086810827,2.0,2.2,27
7681,iho_nJ1rcUMPrrMReUyBAg,Ibiza Ultra-Lounge,Dance Clubs,180W 400S,1312.1154409059695,,2.4,14
7681,8cgpzIB6jLgNcC2xVvo68A,Dubaiut,Lounges,180 W 400th S,1313.1185550288528,,2.3,3
7681,GUtSRSRTWB7CpRHXZNvFTw,Neutral Ground,Southern,122 Pierpont Ave,1355.6307413284685,,4.7,54
7681,2LkEMs70jiYQj7-FBnIasA,Karma,Dance Clubs,122 Pierpont Ave,1356.447056092069,,1.0,3
7681,vJJ6enMnFiArmq5ImiLI-A,Spritz!,Cocktail Bars,110 W 300th S,1401.6069618435306,,5.0,2
7681,eHldIMxNfWwJGYr_oqrvLg,Toro Rosa,Tapas/Small Plates,110 W 300th S,1404.289082818039,,2.7,7
7681,0V4ozXqsyYJZUSsOhg-wFA,Spritz,Bars,110 W Broadway,1407.3807476893003,,0.0,0
7681,t1EBdC_OVz4ejzVBD5MbMg,Contribution Cocktail Lounge,Bars,170 S W Temple St,1413.9789034082378,,4.0,6
7681,x3bBfBbfsF_GGG1UZ5spGA,Gracie's,Bars,326 S West Temple St,1445.608082447538,2.0,3.2,727
7681,8N9wVU3ndGDCMRBQe0WDUQ,Homecoming Southern Kitchen & Bar,Southern,77 W 200th S,1477.5600194421734,,2.4,62
7681,i-5idxuSe775AJ1bLaWohQ,Caffé Molise,Italian,404 S West Temple,1478.130160375141,3.0,4.0,941
7681,U-DeCR_5xax4KvfX20zmgg,Spencer's For Steaks and Chops Salt Lake City,Steakhouses,255 S West Temple,1482.8286818320883,4.0,3.4,318
7681,Ak-WCrPx4MWez8-xRXnKJA,Koyote,Ramen,551 W 400th N,1485.4516984267696,,4.4,93
3847,K8uK3gIlf0NlNQXfLmzJWw,Weathered Waves,Bars,158 S Rio Grande St,170.97533677378146,,3.0,2
3847,9wQrgGa6M6Us7IQYjFKIkw,Beer Zombies,Cocktail Bars,153 Rio Grande St,218.47396582207452,,2.7,28
3847,tfgk5GJzoFaqNB9JQz_uGA,Dave & Buster's Salt Lake City,Arcades,140 S Rio Grande St,225.59007214821094,2.0,3.0,312
3847,Zn5X8C_6YtskhjODT9wUxA,The Bruce Scottish Pub,Sports Bars,169 S Rio Grande St,265.40529637016454,,3.1,17
3847,No1xcC39LZkBr42lYx1ssA,The Complex,Bars,536 West 100 S,302.0717471700983,2.0,2.5,100
3847,_5h0U_19I7m4oEsg6_8Dhg,The Sun Trapp,Gay Bars,102 S 600th W,352.7253641953349,1.0,3.4,91
3847,xplneaOOWVZRHKCrvOctMw,Maxwell's Little Bar,Sports Bars,328 W 200 S,399.6277862557795,,0.0,0
3847,uQ8C9Ea_ryUIqZVLqYnOlg,Fleming’s Prime Steakhouse & Wine Bar,Steakhouses,20 S 400th W,481.81710157591607,3.0,4.0,548
3847,-XLvo4RB8JMszJluvL9e-w,Seabird,Cocktail Bars,400 W 100th S,494.2884402127502,,4.3,26
3847,4zeHtY4U2F-AWgRfv3rgvw,The Break Sports Grill Downtown SLC,Sports Bars,140 S 300th W,532.0085051038104,2.0,3.8,70
3847,ded8BT8XlT-rugGBngUk7A,Van Ryder,Bars,131 S 300th W,552.7006862948818,,3.4,132
3847,5Pxm4IvAfUEscXhIdvEVng,Asher Adams,Cocktail Bars,2 S 400th W,560.8148531132396,,0.0,0
3847,aHD4hYX_XYjUr3eaH9Crkw,Adelaide Urban Brasserie,Desserts,131 S 300th W,574.792832569762,,4.1,88
3847,xXOnDF2zdJmxnMySpAzgqA,Flanker Kitchen And Sporting Club,Sports Bars,6 N Rio Grande St,581.9042428453372,,3.4,208
3847,HqymTJou4vGqyD4JG7a52w,Carson Kitchen,New American,241 W 200th S,620.3252465100944,2.0,4.3,531
3847,2iHo3JHkOUx5XVHtg_vvkg,Lo-Fi Cafe,Dive Bars,445 S 400th W,661.0789746840305,,1.0,1
3847,XoN1n1_LgWzPmpJGqPCO-Q,Club X,Dance Clubs,445 S 400 W,663.3638200682035,2.0,3.8,5
3847,ugXyTpgOxNXBBllc1YoZaQ,Bewilder Brewing,Pubs,445 S 400th W,674.4833308535443,,4.2,145
3847,78UyP0sFX_30cCw1fZ5upg,Poplar Street Pub,Pubs,242 S 200th W,700.0486825985646,2.0,3.4,248
3847,98i7iJ00xIm0qDytcrQGMA,Zest Kitchen & Bar,Gluten-Free,275 S 200th W,786.5006628124793,2.0,4.3,1143
3847,b9TCIL_VoazciTKnMmt9Ng,Copper Canyon Grill House And Tavern,New American,215 W South Temple,802.2601086064055,2.0,2.7,102
3847,h8NVshzGqSNmELmvBbsYHg,Patrick's Pub,Pubs,163 W 200th S,804.6646308658139,1.0,3.5,65
3847,uBcEwotALCbFaYhINueLTQ,Bad Caddy Golf Lounge,Golf,451 S 300th W,806.1891151393404,,4.5,11
